"","OBJECTID","MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_CAL1","SOL_PH1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_CAL2","SOL_PH2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_CAL3","SOL_PH3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_CAL4","SOL_PH4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_CAL5","SOL_PH5"
"340",340,"",1,"SOIL_0341","",1,4,"",100,0.5,0.5,"",5,1.39171759545237,0.185981530439491,7.4627902242717,4.74036363636364,34.6472727272727,35.3672727272727,29.9727272727273,0,0.152228420004662,0.233851908571438,0,0,0,15,1.49749944084964,0.188408834293786,4.08136968196958,3.31218181818182,34.7290909090909,36.1327272727273,29.1272727272727,0,0.153843696561829,0.236794150698082,0,0,0,30,1.60693815243489,0.182046036533896,8.57708722456879,2.21363636363636,36.04,35.5490909090909,28.4090909090909,0,0.153353254942446,0.237796585068705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",341,"",1,"SOIL_0342","",1,4,"",100,0.5,0.5,"",5,1.26171095722594,0.186133021667659,13.0406021644042,6.33,31.2666666666667,38.3333333333333,30.4,0,0.151457802930141,0.241846339743415,0,0,0,15,1.39094195603843,0.184716901816735,2.26654754542345,4.27333333333333,30.9666666666667,38.2,30.8,0,0.152806003508407,0.2411939108342,0,0,0,30,1.61811475574287,0.190786624570382,14.7817090081806,1.99333333333333,34.8,36.6,28.6,0,0.153591096590682,0.242845933491928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",342,"",1,"SOIL_0343","",1,4,"",100,0.5,0.5,"",5,1.35938718423905,0.189126355157453,11.6472134199324,5.11333333333333,33.8,33.9666666666667,32.2333333333333,0,0.151797536510917,0.227982847991133,0,0,0,15,1.47241201120224,0.18620479182772,6.40978647061507,3.62666666666667,34.7,34.3666666666667,30.9,0,0.153819206009839,0.230260612705787,0,0,0,30,1.67145843994789,0.162565259698789,41.2363135725277,1.77,38.0666666666667,32.1666666666667,29.7333333333333,0,0.153119536088249,0.233269637899828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",343,"",1,"SOIL_0344","",1,4,"",100,0.5,0.5,"",5,1.41340243485671,0.189153819649226,3.72935722396986,4.21,32.96,28.985,38.06,0,0.153105335587541,0.209112783021413,0,0,0,15,1.55033358064943,0.180972966097829,3.30406884694762,2.4755,32.545,29.21,38.27,0,0.154294440880366,0.2104192220323,0,0,0,30,1.6128188061166,0.176184415334824,8.13061652751001,2.2065,36.615,27.765,35.61,0,0.153687727338063,0.208906498209835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",344,"",1,"SOIL_0345","",1,4,"",100,0.5,0.5,"",5,1.34839448554147,0.185672464897644,8.80136778912246,4.97875,31.6,36.1875,32.1875,0,0.151831686076124,0.234416100627757,0,0,0,15,1.41584163297698,0.19277315416953,4.87746075010549,4.07375,32.1375,36.1375,31.7625,0,0.152785018198891,0.234541203667567,0,0,0,30,1.52065931983728,0.184470426235114,8.92791437577891,3.2275,36.5375,33.8375,29.6,0,0.15338160859547,0.22989133549557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",345,"",1,"SOIL_0346","",1,4,"",100,0.5,0.5,"",5,1.42730355078134,0.186260955883996,5.07685009906711,4.48166666666667,36.6333333333333,32.1333333333333,31.2,0,0.152651820539151,0.223531917899338,0,0,0,15,1.5553178339011,0.170407273202284,6.17022648868268,2.895,37.2833333333333,31.7666666666667,30.9833333333333,0,0.153399139739777,0.222782839959503,0,0,0,30,1.65812674736537,0.164641120098388,47.8996485041011,1.89833333333333,38.1333333333333,31.6,30.2666666666667,0,0.15282989524997,0.22826027236383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",346,"",1,"SOIL_0347","",1,4,"",100,0.5,0.5,"",5,1.42381017257159,0.194855546603988,3.77986669984812,4.15705128205128,33.6935897435897,31.3166666666667,34.9923076923077,0,0.153097467027968,0.218160732967727,0,0,0,15,1.50261106010863,0.186984254040194,4.1526253942278,3.21692307692308,34.4358974358974,31.3833333333333,34.174358974359,0,0.154125749456891,0.219028457119079,0,0,0,30,1.64044417240766,0.177394767227083,27.9713322300996,1.99397435897436,37.2884615384615,30.3794871794872,32.3307692307692,0,0.153075867579688,0.221359963980719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",347,"",1,"SOIL_0348","",1,4,"",100,0.5,0.5,"",5,1.42559175248251,0.189979581903355,3.61797221615462,4.065,33.15,33.35,33.5,0,0.152853762729074,0.225228462353113,0,0,0,15,1.45191082225915,0.185638260053181,4.42454026011967,3.665,32.75,34,33.25,0,0.15371359124451,0.227316121350889,0,0,0,30,1.55607318319839,0.167400573060534,5.55479219833164,2.79,36.35,32.9,30.7,0,0.153152333429869,0.226492454989216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348",348,"",1,"SOIL_0349","",1,4,"",100,0.5,0.5,"",5,1.44040129353373,0.188817868880449,8.05731341178803,4.20666666666667,35.9333333333333,34.5333333333333,29.5666666666667,0,0.152548599124387,0.231783683506366,0,0,0,15,1.52597398903831,0.189097432377701,6.63387375397397,3.08666666666667,35.8333333333333,35.7,28.4666666666667,0,0.153660449720236,0.23620532841873,0,0,0,30,1.65356055816521,0.171007846776944,21.4221702995923,1.89333333333333,37.5666666666667,35.3,27.1333333333333,0,0.152772223442408,0.242137438280219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349",349,"",1,"SOIL_0350","",1,4,"",100,0.5,0.5,"",5,1.31704810619917,0.188897190104047,11.5814523157784,5.61,32.6,34.5,32.9,0,0.151572314492769,0.229008483368161,0,0,0,15,1.48283229987182,0.181632009542118,3.0830902017315,3.29,32.9,35.2,31.8,0,0.153869107434922,0.232030778497496,0,0,0,30,1.50613728154544,0.175886033270487,3.22423645444449,3.03,33.1,36,30.9,0,0.154152873323377,0.235007991876513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",350,"",1,"SOIL_0351","",1,4,"",100,0.5,0.5,"",5,1.36530794155897,0.183830179796826,12.3744139630911,5.63,38.1,33.3,28.6,0,0.15172704801515,0.229147612981182,0,0,0,15,1.51379868493814,0.179642373167434,5.49337186089562,3.42,37.5,35,27.4,0,0.153305956166424,0.235227526234083,0,0,0,30,1.61610833700811,0.164012060957155,7.46684637923332,2.48,39.9,34.4,25.7,0,0.152760978676636,0.235903150961056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",351,"",1,"SOIL_0352","",1,4,"",100,0.5,0.5,"",5,1.44703065775104,0.193822954049898,4.65528811651607,3.83,33.6,33.1,33.3,0,0.153174864036428,0.224655807513334,0,0,0,15,1.50698247240871,0.177719714663114,4.30532606578265,3.02,33.1,34.6,32.3,0,0.153984742500017,0.229897870357416,0,0,0,30,1.63805480808837,0.171724281033115,12.4054873068407,1.79,34.6,33.3,32.1,0,0.154156448360883,0.234074878349586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",352,"",1,"SOIL_0353","",1,4,"",100,0.5,0.5,"",5,1.4073034730342,0.189028796587589,5.24017400682424,4.25,32.6,36.1,31.3,0,0.152637512413289,0.234834690358055,0,0,0,15,1.51791544706693,0.169493221959943,1.48457061145905,2.83,32.5,37,30.5,0,0.15449455120701,0.238294046824229,0,0,0,30,1.6009,0.168998744983497,2.89805392135405,1.96,32.5,37.8,29.7,0,0.154666538136916,0.245816066520033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",353,"",1,"SOIL_0354","",1,4,"",100,0.5,0.5,"",5,1.34048718423905,0.190312170742779,10.4192890533185,5.11333333333333,31.7,34.3,34,0,0.151853461671508,0.227616461760569,0,0,0,15,1.48869246105992,0.183300055857726,4.62883305183379,3.12,32,34.7333333333333,33.2333333333333,0,0.153857603968115,0.229567488886404,0,0,0,30,1.52023682261125,0.171577863094175,2.16700338224928,2.79666666666667,32.4333333333333,35.5666666666667,32,0,0.154097126256156,0.233059976921749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",354,"",1,"SOIL_0355","",1,4,"",100,0.5,0.5,"",5,1.40335347789482,0.188591219832557,3.97758119343906,4.26333333333333,32.2666666666667,35.1,32.6,0,0.152596730178696,0.231000387171291,0,0,0,15,1.51698192169318,0.173948879683654,2.65066624131751,2.81666666666667,32.2666666666667,36,31.7333333333333,0,0.154245019046315,0.234486878233451,0,0,0,30,1.59387070713033,0.176904232325526,3.60631807495014,2.03333333333333,32.5666666666667,36.8,30.6666666666667,0,0.15453349250236,0.241082134804821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",355,"",1,"SOIL_0357","",1,4,"",100,0.5,0.5,"",5,1.46127357337422,0.187657514020765,6.33346052380387,3.93666666666667,36.0666666666667,32.5666666666667,31.3666666666667,0,0.152936428186281,0.224629548688732,0,0,0,15,1.55229215692557,0.167095616970415,4.81169958207812,2.77333333333333,35.7666666666667,33.5666666666667,30.6,0,0.153145568424079,0.228539271637076,0,0,0,30,1.63976196219782,0.175180131826664,48.7610805522343,1.99,37.1666666666667,33.2,29.6666666666667,0,0.153214354205765,0.232070804206772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356",356,"",1,"SOIL_0358","",1,4,"",100,0.5,0.5,"",5,1.43752357963126,0.190856356014079,3.91533695513833,4.04333333333333,34.3,32.6666666666667,33,0,0.152841397680491,0.223648759277409,0,0,0,15,1.5507000104145,0.178489762851088,4.45104584389705,2.66666666666667,34.5333333333333,33.4666666666667,32,0,0.153898695925835,0.22716658431906,0,0,0,30,1.6324216500598,0.177836194456177,27.3866043319547,1.92,35.5333333333333,33.5333333333333,30.9666666666667,0,0.15357063065185,0.23298806942204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",357,"",1,"SOIL_0360","",1,4,"",100,0.5,0.5,"",5,1.40354300614204,0.18607842602799,4.75220193695751,4.72333333333333,35.8333333333333,32.4,31.7333333333333,0,0.152336577237324,0.223869385039036,0,0,0,15,1.49959415180899,0.178478336689267,4.34292843454655,3.41,35.8333333333333,33.2333333333333,31.0333333333333,0,0.153748648241623,0.226773352231569,0,0,0,30,1.61331095603791,0.177501055796313,20.9239751561924,2.17,36.2666666666667,33.1,30.6333333333333,0,0.153424553042131,0.229094770571232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",358,"",1,"SOIL_0363","",1,4,"",100,0.5,0.5,"",5,1.44493489389927,0.189536029134197,3.82858837232606,3.81,33.2,35.9,31,0,0.154154791914993,0.234412780508256,0,0,0,15,1.48268774332984,0.179028320665114,2.98954216662214,3.37,33.6,35.9,30.4,0,0.153961613253732,0.235140669759577,0,0,0,30,1.6744033747238,0.163107170791691,20.9799938216332,1.73,37.9,34.4,27.7,0,0.152844011630354,0.242950009467086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",359,"",1,"SOIL_0364","",1,4,"",100,0.5,0.5,"",5,1.24435679658021,0.188281724230428,12.4495396745655,6.62,31.2,34.6,34.2,0,0.151527711797763,0.228342092713654,0,0,0,15,1.3996324750897,0.190568206660643,4.61409172836353,4.32,32.3,34.7,33,0,0.152698286277539,0.229511955408612,0,0,0,30,1.52234788184591,0.178993875312211,7.82476680037217,3.17,36.2,32.9,30.8,0,0.15350772966373,0.226246363310657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",360,"",1,"SOIL_0365","",1,4,"",100,0.5,0.5,"",5,1.40840039727595,0.187419824126165,3.94996818863591,4.4,33.9,36.9,29.2,0,0.152504457445416,0.23882291623217,0,0,0,15,1.5171703852427,0.184897405891929,3.02421744186138,3.07,34.7,37.2,28.2,0,0.153890205440764,0.240553205151002,0,0,0,30,1.67559629483895,0.171025422859495,24.5901890911755,1.64,36.9,35.9,27.2,0,0.153901515207619,0.250980921269171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",361,"",1,"SOIL_0366","",1,4,"",100,0.5,0.5,"",5,1.253867991205,0.186352810953637,10.0623382655509,6.69,32.7,33.6333333333333,33.7,0,0.151541916028335,0.225865582942339,0,0,0,15,1.38246850711743,0.185213931088726,5.99240010691336,4.72,33.4666666666667,34.2,32.3666666666667,0,0.15208763819878,0.228518996332959,0,0,0,30,1.54044318052345,0.17359341492063,7.88068083296433,2.99333333333333,36.5666666666667,32.9333333333333,30.4666666666667,0,0.15332997147549,0.226626778896618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",362,"",1,"SOIL_0367","",1,4,"",100,0.5,0.5,"",5,1.24435679658021,0.188281724230428,12.4495396745655,6.62,31.2,34.6,34.2,0,0.151527711797763,0.228342092713654,0,0,0,15,1.3996324750897,0.190568206660643,4.61409172836353,4.32,32.3,34.7,33,0,0.152698286277539,0.229511955408612,0,0,0,30,1.52234788184591,0.178993875312211,7.82476680037217,3.17,36.2,32.9,30.8,0,0.15350772966373,0.226246363310657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",363,"",1,"SOIL_0369","",1,4,"",100,0.5,0.5,"",5,1.28752691525357,0.18198275206343,9.18732312643442,6.34,34.2,32.7,33.1,0,0.151465371295449,0.223630897335654,0,0,0,15,1.41290039727595,0.18604085880272,4.71633479093578,4.4,34.4,33.4,32.2,0,0.152554937776237,0.22637061849728,0,0,0,30,1.53917731085202,0.176935837380917,7.03918159385546,2.98,36.3,32.8,30.9,0,0.153647033974931,0.2258472212225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",364,"",1,"SOIL_0371","",1,4,"",100,0.5,0.5,"",5,1.43718655671806,0.185218441104222,1.92349872706346,3.95,33.5,36.8,29.7,0,0.15316391808037,0.238124497669352,0,0,0,15,1.49543229987182,0.183221586789534,2.43244641279492,3.29,34.3,37,28.7,0,0.153825141397913,0.239592890389175,0,0,0,30,1.6829161471642,0.175576053351463,45.8542406150576,1.6,37.2,35.3,27.5,0,0.153593076442749,0.250538986459774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",365,"",1,"SOIL_0374","",1,4,"",100,0.5,0.5,"",5,1.42753448027375,0.182718669125462,1.97659026140913,4.07333333333333,33.4333333333333,36.8,29.8,0,0.152839128503622,0.23800456072655,0,0,0,15,1.48855648152048,0.181276424910268,2.30946402268983,3.35666666666667,34.1333333333333,37,28.9,0,0.153867050436643,0.239374207203713,0,0,0,30,1.67330749743428,0.172145618982775,23.6924378378662,1.66,36.9,35.7,27.3666666666667,0,0.153755583116737,0.249499800256734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",366,"",1,"SOIL_0375","",1,4,"",100,0.5,0.5,"",5,1.27453482432205,0.187771438074308,17.8810601692016,6.77,35.5,35.1,29.4,0,0.151556832778438,0.233570477877626,0,0,0,15,1.34709048344883,0.187971160295655,13.9343879564177,5.59,35.8,35,29.2,0,0.151670800723087,0.233461000430701,0,0,0,30,1.47225530520149,0.185683575958871,9.7597291566224,4.16,39.1,33.2,27.6,0,0.152425599181615,0.22989030389733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",367,"",1,"SOIL_0377","",1,4,"",100,0.5,0.5,"",5,1.32776335350292,0.201786552879766,8.4611257250603,5.06,29.9,36.1,34,0,0.152126430515409,0.232809447019085,0,0,0,15,1.41944308338241,0.196269411238104,2.73434289986718,3.79,30.2,36.4,33.4,0,0.154691282685039,0.234108598226821,0,0,0,30,1.52436545519477,0.179006195780366,4.6486630588615,2.88,33.7,34.9,31.4,0,0.15423540939172,0.231553858360178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",368,"",1,"SOIL_0381","",1,4,"",100,0.5,0.5,"",5,1.3344888120628,0.185043367121779,8.47276985315617,5.22,31.8,35.1,33.1,0,0.151659666807358,0.230587160883139,0,0,0,15,1.41539537209929,0.194010525119553,3.66756170151877,4.1,32.3,35.5,32.2,0,0.152791692161677,0.232421068886422,0,0,0,30,1.48599539365459,0.179108753702566,2.56332810312401,3.34,33.7,35.5,30.8,0,0.153976753580408,0.233578617863875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369",369,"",1,"SOIL_0390","",1,4,"",100,0.5,0.5,"",5,1.38410484191614,0.185384051308439,3.48416780327404,4.445,31.55,35.1,33.4,0,0.152539962389181,0.230314726133885,0,0,0,15,1.4792608920513,0.176071386275337,2.88175986303171,3.185,31.55,35.6,32.75,0,0.15374694573029,0.232471608740458,0,0,0,30,1.59746019429487,0.179017579715613,10.1770502628355,2.165,34.45,34.75,30.75,0,0.15390046568002,0.233878671260669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",370,"",1,"SOIL_0393","",1,4,"",100,0.5,0.5,"",5,1.31455076419254,0.185355289885579,12.2149352136641,6.02,35.1,33.3,31.65,0,0.151581878426568,0.226469839843,0,0,0,15,1.40600522972463,0.18295907411279,5.26649148825209,4.61,35.25,32.85,31.85,0,0.152391864647215,0.225102179392711,0,0,0,30,1.53766729778502,0.170037596237485,8.1969672231976,3.23,38.45,31.4,30.15,0,0.152891539023457,0.222322349606489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",371,"",1,"SOIL_0394","",1,4,"",100,0.5,0.5,"",5,1.25736112495897,0.184814053343035,15.3109708730227,6.98,34.9,34.2,30.8,0,0.151478033456396,0.229911852317783,0,0,0,15,1.43873545995012,0.197165950482583,6.63105792451074,3.99,34,34.8,31.2,0,0.152999485069557,0.2312100917378,0,0,0,30,1.55389004466185,0.169347990700759,5.3348728409159,2.82,36.4,34.6,29.1,0,0.153264005119273,0.23258917233465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",372,"",1,"SOIL_0396","",1,4,"",100,0.5,0.5,"",5,1.13408392577513,0.186037882845324,8.3821040914031,9.61666666666667,36.2,32.2,31.6,0,0.151425815490105,0.223361455026342,0,0,0,15,1.36582917524688,0.185054362720672,9.44186114279836,5.36333333333333,36.3,32.3666666666667,31.3333333333333,0,0.151637244010553,0.22406773288162,0,0,0,30,1.49202502706465,0.177850213244885,7.01230770548141,3.70333333333333,37.5333333333333,32.1333333333333,30.3333333333333,0,0.15324851565103,0.224249898778779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",373,"",1,"SOIL_0398","",1,4,"",100,0.5,0.5,"",5,1.44336583470829,0.188875550676952,5.46369118637331,4.25333333333333,36.6333333333333,32.4,30.9666666666667,0,0.152854141987573,0.224473487285696,0,0,0,15,1.56210104340681,0.175520933582536,3.8924525267725,2.65666666666667,35.7,32.8333333333333,31.4333333333333,0,0.153892184593071,0.225833491465486,0,0,0,30,1.66974511317971,0.169544392175355,45.2562838585643,1.71,37.1333333333333,32.7,30.1666666666667,0,0.154041705540584,0.236164652071025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",374,"",1,"SOIL_0400","",1,4,"",100,0.5,0.5,"",5,1.28870032437449,0.182828131406195,11.2630481321734,6.6,36,32.1,31.9,0,0.151542652764309,0.222824246071953,0,0,0,15,1.49020625174372,0.176888359065659,3.66778161345386,3.485,35.45,32.5,32.05,0,0.153879828498807,0.223901656141056,0,0,0,30,1.60799254234974,0.169392545841862,10.5582628987124,2.305,37.15,32.3,30.5,0,0.153358145721769,0.226088951393086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",375,"",1,"SOIL_0401","",1,4,"",100,0.5,0.5,"",5,1.09762424527466,0.183330229375595,5.57862121334554,10.52,36.8,31,32.2,0,0.151417124553498,0.219348378374311,0,0,0,15,1.33676712643693,0.184729493614634,8.84632175434966,5.92,36.9,31.5,31.5,0,0.15167530435309,0.221491669835415,0,0,0,30,1.46634910962431,0.185675157659937,4.54402804415429,4.08,37.8,31.1,31.1,0,0.152886539785683,0.22055867656208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",376,"",1,"SOIL_0402","",1,4,"",100,0.5,0.5,"",5,1.15718867260882,0.185370192026732,8.41750392504436,9.08,35.9,32.5,31.6,0,0.151379553411088,0.224236428153615,0,0,0,15,1.41195637837849,0.185588091534071,5.36840017358712,4.53,35.3,33.1,31.6,0,0.152534280037968,0.225981516302269,0,0,0,30,1.56277051686042,0.16554216760555,6.43441978066112,2.76,36.8,33,30.1,0,0.152922769005823,0.227375590974649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",377,"",1,"SOIL_0406","",1,4,"",100,0.5,0.5,"",5,1.12232635167363,0.204857136139197,11.3233498096775,8.71,30,34.5,35.4,0,0.151513396593442,0.227325942752755,0,0,0,15,1.36004958232976,0.195360157138859,6.12884479944835,4.79,31.5,34.1,34.3,0,0.15249524719206,0.226924575383979,0,0,0,30,1.54478214546869,0.176998511039857,3.71687021540691,2.57,32.9,34,33.1,0,0.154248579213452,0.228027274883914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",378,"",1,"SOIL_0410","",1,4,"",100,0.5,0.5,"",5,1.32140618499874,0.185029149058186,4.18993696385289,5.54,32.6,29.6,37.8,0,0.152000691363771,0.211140654614286,0,0,0,15,1.41600969772723,0.198762477414281,3.09291406997991,3.92,30.9,31,38.1,0,0.153788766640744,0.215171360605488,0,0,0,30,1.61004433630441,0.16953968836148,6.52831643217291,2.27,37,29.3,33.7,0,0.153537557586896,0.214657679408979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",379,"",1,"SOIL_0415","",1,4,"",100,0.5,0.5,"",5,1.3738,0.190335891904762,4.57856276835076,4.84,33.4,28.6,37.9,0,0.15255480957464,0.208144511014026,0,0,0,15,1.45404444225842,0.182847622044348,2.82738314296045,3.69,33.2,29.9,36.9,0,0.154338791267831,0.212637328872667,0,0,0,30,1.55371942674658,0.180497963135764,3.66074125890613,2.62,34.4,29,36.6,0,0.154044332193996,0.210585601347312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380",380,"",1,"SOIL_0416","",1,4,"",100,0.5,0.5,"",5,1.45283543286234,0.176273734634972,7.83817729520474,4.505,39.65,33.9,26.4,0,0.152219779648824,0.232990267599595,0,0,0,15,1.55701729778502,0.172080902890159,14.4016108164194,3.23,40.6,33.45,25.95,0,0.152571089225223,0.232183416996786,0,0,0,30,1.68026972040539,0.184865749621476,64.3197188548117,2.045,42.3,32.65,25.05,0,0.15286748384588,0.234305721340221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",381,"",1,"SOIL_0417","",1,4,"",100,0.5,0.5,"",5,1.44062255560627,0.175451088149432,9.94059261562952,4.65,39.4,33.8,26.8,0,0.152037329873001,0.232268830536856,0,0,0,15,1.49227731454614,0.180170998884175,9.42816556028757,4.07,40.6,33.3,26.1,0,0.15241514067241,0.231540295148669,0,0,0,30,1.6588,0.177051611205986,18.9609061524263,2.25,42.2,32.4,25.5,0,0.153132024119013,0.231278172236709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382",382,"",1,"SOIL_0419","",1,4,"",100,0.5,0.5,"",5,1.31600618499874,0.183995622662352,5.39957103863447,5.54,32,32.1,35.9,0,0.151743428155395,0.219848189157562,0,0,0,15,1.48207681169205,0.189543175479054,4.2682802264009,3.2,32,32.5,35.5,0,0.154427603654693,0.221376031546489,0,0,0,30,1.57285868588502,0.171916588552915,3.50882247904116,2.31,33.3,32.5,34.2,0,0.154165056883941,0.22364645869257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383",383,"",1,"SOIL_0421","",1,4,"",100,0.5,0.5,"",5,1.31717602983424,0.19088183038408,6.03586849818113,5.35,30.8,32.4,36.8,0,0.15179000952962,0.220141207151238,0,0,0,15,1.44942838801049,0.19169282562761,3.3409328759695,3.46,30.7,32.8,36.5,0,0.154960799457093,0.221548073465325,0,0,0,30,1.54386607491626,0.178561054697694,3.49625263531623,2.58,32.9,32.4,34.7,0,0.154466231596584,0.222146891760605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
